m,TagName,
"2020-12-01 00:00:00","javascript","18492"
"2020-12-01 00:00:00","assembly","313"
"2020-12-01 00:00:00","c#","6480"
"2020-12-01 00:00:00","c","2780"
"2020-12-01 00:00:00","c++","4818"
"2020-12-01 00:00:00","java","9329"
"2020-12-01 00:00:00","python","25480"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5536"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","559"
"2020-12-01 00:00:00","r","4992"
"2020-12-01 00:00:00","swift","2444"
"2021-01-01 00:00:00","java","9556"
"2021-01-01 00:00:00","javascript","19540"
"2021-01-01 00:00:00","c++","4511"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","332"
"2021-01-01 00:00:00","c","2739"
"2021-01-01 00:00:00","python","26346"
"2021-01-01 00:00:00","c#","6934"
"2021-01-01 00:00:00","r","5042"
"2021-01-01 00:00:00","php","5647"
"2021-01-01 00:00:00","ruby","588"
"2021-01-01 00:00:00","go","605"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2767"
"2021-02-01 00:00:00","delphi","202"
"2021-02-01 00:00:00","javascript","17953"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","java","9166"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6597"
"2021-02-01 00:00:00","r","5037"
"2021-02-01 00:00:00","c","2360"
"2021-02-01 00:00:00","python","24990"
"2021-02-01 00:00:00","php","5249"
"2021-02-01 00:00:00","c++","4464"
"2021-02-01 00:00:00","go","628"
"2021-02-01 00:00:00","ruby","603"
"2021-02-01 00:00:00","swift","2725"
"2021-03-01 00:00:00","assembly","340"
"2021-03-01 00:00:00","c++","4725"
"2021-03-01 00:00:00","c","2656"
"2021-03-01 00:00:00","c#","7313"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","19814"
"2021-03-01 00:00:00","java","10429"
"2021-03-01 00:00:00","go","826"
"2021-03-01 00:00:00","php","5577"
"2021-03-01 00:00:00","ruby","569"
"2021-03-01 00:00:00","python","28159"
"2021-03-01 00:00:00","swift","2906"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6084"
"2021-04-01 00:00:00","java","9520"
"2021-04-01 00:00:00","c#","6762"
"2021-04-01 00:00:00","perl","143"
"2021-04-01 00:00:00","javascript","18661"
"2021-04-01 00:00:00","assembly","343"
"2021-04-01 00:00:00","c++","4340"
"2021-04-01 00:00:00","c","2452"
"2021-04-01 00:00:00","php","5113"
"2021-04-01 00:00:00","python","26529"
"2021-04-01 00:00:00","swift","2527"
"2021-04-01 00:00:00","r","5613"
"2021-04-01 00:00:00","ruby","605"
"2021-04-01 00:00:00","delphi","186"
"2021-04-01 00:00:00","go","683"
"2021-05-01 00:00:00","c++","4594"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","java","9706"
"2021-05-01 00:00:00","c","2255"
"2021-05-01 00:00:00","python","26101"
"2021-05-01 00:00:00","c#","6563"
"2021-05-01 00:00:00","assembly","326"
"2021-05-01 00:00:00","go","700"
"2021-05-01 00:00:00","swift","2210"
"2021-05-01 00:00:00","javascript","18458"
"2021-05-01 00:00:00","perl","122"
"2021-05-01 00:00:00","r","5402"
"2021-05-01 00:00:00","ruby","446"
"2021-05-01 00:00:00","php","5091"
"2021-06-01 00:00:00","php","4884"
"2021-06-01 00:00:00","c#","6440"
"2021-06-01 00:00:00","go","646"
"2021-06-01 00:00:00","assembly","279"
"2021-06-01 00:00:00","c++","4187"
"2021-06-01 00:00:00","python","24593"
"2021-06-01 00:00:00","c","2006"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","javascript","17690"
"2021-06-01 00:00:00","java","9242"
"2021-06-01 00:00:00","ruby","470"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","swift","2126"
"2021-06-01 00:00:00","r","4953"
"2021-07-01 00:00:00","delphi","147"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4654"
"2021-07-01 00:00:00","java","8389"
"2021-07-01 00:00:00","c#","5958"
"2021-07-01 00:00:00","assembly","191"
"2021-07-01 00:00:00","c++","3807"
"2021-07-01 00:00:00","c","1724"
"2021-07-01 00:00:00","go","651"
"2021-07-01 00:00:00","r","4684"
"2021-07-01 00:00:00","ruby","500"
"2021-07-01 00:00:00","javascript","17446"
"2021-07-01 00:00:00","swift","2280"
"2021-07-01 00:00:00","python","24236"
"2021-08-01 00:00:00","java","8035"
"2021-08-01 00:00:00","assembly","167"
"2021-08-01 00:00:00","go","788"
"2021-08-01 00:00:00","c","1634"
"2021-08-01 00:00:00","c#","5800"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","python","23306"
"2021-08-01 00:00:00","c++","3501"
"2021-08-01 00:00:00","javascript","17168"
"2021-08-01 00:00:00","perl","119"
"2021-08-01 00:00:00","r","4591"
"2021-08-01 00:00:00","php","4646"
"2021-08-01 00:00:00","swift","2220"
"2021-08-01 00:00:00","ruby","508"
"2021-09-01 00:00:00","java","8507"
"2021-09-01 00:00:00","c++","4279"
"2021-09-01 00:00:00","assembly","212"
"2021-09-01 00:00:00","c#","6312"
"2021-09-01 00:00:00","c","1945"
"2021-09-01 00:00:00","javascript","17892"
"2021-09-01 00:00:00","delphi","153"
"2021-09-01 00:00:00","go","732"
"2021-09-01 00:00:00","perl","123"
"2021-09-01 00:00:00","ruby","528"
"2021-09-01 00:00:00","php","4924"
"2021-09-01 00:00:00","swift","2056"
"2021-09-01 00:00:00","python","23636"
"2021-09-01 00:00:00","r","4501"
